,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
10516,3,23,1,1,51,0,41,5,5,31,not addicted
10517,1,34,2,3,61,0,25,6,6,33,addicted
10518,5,22,0,0,69,1,43,9,1,23,not addicted
10519,10,37,2,1,58,0,22,7,4,27,addicted
10520,1,26,0,1,44,1,20,2,2,26,not addicted
10521,1,20,1,0,54,1,29,3,4,29,not addicted
10522,3,26,0,0,50,1,43,6,4,25,not addicted
10523,5,18,1,1,53,1,26,2,4,28,not addicted
10524,5,24,3,3,82,0,26,5,4,21,addicted
10525,3,29,2,1,43,0,41,4,5,21,not addicted
10526,3,35,0,2,61,2,41,10,8,32,addicted
10527,3,27,1,2,44,0,38,5,1,29,not addicted
10528,4,30,0,2,61,0,17,7,6,29,addicted
10529,4,40,5,2,61,0,43,6,3,40,addicted
10530,5,42,2,2,75,2,41,8,4,24,addicted
10531,4,48,4,2,71,2,39,2,3,37,addicted
10532,6,24,3,1,61,1,36,6,6,36,addicted
10533,7,38,0,1,69,1,35,6,4,33,addicted
10534,4,20,1,0,55,0,53,10,2,21,not addicted
10535,6,19,3,1,83,3,27,7,8,38,addicted
10536,6,37,2,1,68,3,38,5,8,24,addicted
10537,6,41,0,1,76,0,32,4,4,34,addicted
10538,2,21,1,3,46,0,24,8,6,28,not addicted
10539,4,45,3,2,70,2,26,5,7,32,addicted
10540,2,23,1,2,48,0,42,8,2,23,not addicted
10541,0,28,3,1,49,0,26,9,1,24,not addicted
10542,3,29,3,0,82,1,19,7,6,32,addicted
10543,4,30,4,3,73,0,37,6,5,27,addicted
10544,4,18,0,0,55,0,53,8,6,18,not addicted
10545,4,21,1,0,43,0,48,7,0,35,not addicted
10546,3,44,2,1,70,0,43,3,6,22,addicted
10547,2,41,1,2,67,2,21,5,4,34,addicted
10548,5,46,0,3,68,0,44,4,3,27,addicted
10549,2,26,0,0,53,1,32,7,6,28,not addicted
10550,7,43,4,0,72,2,38,3,6,38,addicted
10551,3,25,0,1,52,0,37,7,5,24,not addicted
10552,5,27,3,5,75,2,34,5,6,24,addicted
10553,3,38,1,1,73,0,41,4,3,26,addicted
10554,3,17,3,0,57,0,48,8,1,28,not addicted
10555,3,31,1,1,71,2,24,7,3,32,addicted
10556,3,36,4,0,81,2,21,10,5,27,addicted
10557,2,40,1,2,66,0,23,5,5,27,addicted
10558,1,26,0,1,56,0,35,10,2,28,not addicted
10559,0,16,2,0,55,1,31,6,0,30,not addicted
10560,3,24,0,0,47,2,28,10,7,24,not addicted
10561,2,40,2,0,47,0,20,4,2,22,not addicted
10562,3,27,0,0,51,1,21,3,5,22,not addicted
10563,5,19,0,0,46,1,46,4,5,32,not addicted
10564,1,24,1,3,47,0,50,7,3,18,not addicted
10565,3,21,2,1,58,0,30,6,5,30,not addicted
10566,3,31,2,2,58,1,33,5,7,28,addicted
10567,5,21,1,2,59,1,38,9,1,34,not addicted
10568,3,21,0,1,65,1,32,8,3,31,addicted
10569,3,28,2,2,65,1,30,8,6,29,addicted
10570,3,32,2,3,88,1,15,11,7,26,addicted
10571,4,17,2,0,54,0,37,2,1,28,not addicted
10572,1,30,3,1,65,3,21,6,5,40,addicted
10573,4,40,1,2,61,3,40,5,6,34,addicted
10574,5,27,2,1,50,0,35,5,0,27,not addicted
10575,0,23,0,2,37,2,46,4,5,29,not addicted
10576,3,29,2,1,78,2,38,5,8,30,addicted
10577,4,36,0,0,49,0,43,7,1,21,not addicted
10578,5,32,1,1,79,3,18,2,6,31,addicted
10579,6,36,1,0,76,0,24,6,6,31,addicted
10580,5,40,5,0,86,3,18,6,4,31,addicted
10581,6,30,3,3,66,0,42,8,5,26,addicted
10582,3,43,2,3,64,2,21,6,5,27,addicted
10583,1,33,0,3,48,2,38,6,0,27,not addicted
10584,6,30,5,1,80,2,24,5,7,42,addicted
10585,1,30,0,0,47,0,47,9,4,30,not addicted
10586,5,28,2,1,41,0,47,7,7,31,not addicted
10587,3,20,2,0,44,0,45,8,5,26,not addicted
10588,3,33,2,1,64,1,29,5,8,37,addicted
10589,5,38,0,1,75,2,17,4,7,25,addicted
10590,2,23,0,1,50,0,34,7,5,29,not addicted
10591,6,35,3,2,90,1,44,6,5,24,addicted
10592,0,29,1,0,57,0,41,7,2,31,not addicted
10593,8,43,2,0,85,1,22,4,8,36,addicted
10594,0,32,2,1,67,0,33,5,5,29,addicted
10595,3,19,1,2,49,0,21,9,3,24,not addicted
10596,5,26,2,2,61,0,49,6,3,20,not addicted
10597,2,34,1,1,52,0,47,7,4,24,not addicted
10598,9,28,1,2,55,1,21,6,8,24,addicted
10599,3,40,2,2,62,1,23,5,7,29,addicted
10600,0,21,0,0,64,1,53,4,5,38,not addicted
10601,3,23,2,0,49,0,45,5,0,24,not addicted
10602,8,35,2,2,91,2,15,5,7,47,addicted
10603,4,34,0,0,31,1,24,9,6,28,not addicted
10604,3,25,0,2,65,1,31,5,6,23,addicted
10605,7,40,3,1,67,2,42,7,4,33,addicted
10606,6,42,2,2,76,1,16,6,6,20,addicted
10607,5,27,1,2,53,1,33,3,2,31,not addicted
10608,1,30,3,0,63,1,33,9,8,21,addicted
10609,4,21,2,2,56,1,41,7,6,23,not addicted
10610,3,24,1,1,50,1,37,7,5,19,not addicted
10611,6,32,1,2,75,2,17,5,4,34,addicted
10612,4,44,3,2,79,1,43,4,5,36,addicted
10613,5,42,3,3,74,3,39,6,6,35,addicted
10614,1,39,1,2,73,0,17,4,4,29,addicted
10615,4,36,1,3,57,3,40,5,7,23,addicted
10616,6,34,2,1,57,1,38,5,6,43,addicted
10617,5,44,3,2,67,1,39,5,4,29,addicted
10618,4,38,2,1,76,1,18,3,6,37,addicted
10619,4,21,1,0,46,3,32,4,3,26,not addicted
10620,1,26,0,0,61,0,49,8,3,29,not addicted
10621,6,45,1,2,56,1,37,7,3,32,addicted
10622,6,24,2,1,81,2,36,5,4,32,addicted
10623,0,29,0,2,78,2,25,4,9,32,addicted
10624,2,29,2,0,56,1,36,4,7,33,not addicted
10625,3,21,4,0,40,0,54,8,3,24,not addicted
10626,3,29,2,0,54,1,33,8,2,26,not addicted
10627,5,35,0,2,72,2,38,4,4,43,addicted
10628,5,35,5,2,63,0,16,8,5,23,addicted
10629,4,42,3,2,70,1,16,4,5,26,addicted
10630,1,35,1,1,44,0,43,10,6,24,not addicted
10631,3,24,1,1,52,1,48,8,5,25,not addicted
10632,4,32,2,1,60,2,38,8,7,34,addicted
10633,3,29,2,1,48,0,50,5,1,30,not addicted
10634,2,30,2,1,59,0,25,8,4,28,not addicted
10635,6,37,1,3,79,2,19,6,7,34,addicted
10636,3,20,1,1,46,1,24,6,3,34,not addicted
10637,2,36,2,2,69,2,17,1,4,27,addicted
10638,3,38,1,2,65,3,37,7,7,26,addicted
10639,0,23,0,1,54,0,37,7,2,25,not addicted
10640,3,31,1,0,71,1,26,7,6,24,not addicted
10641,2,46,0,1,62,1,17,6,5,18,addicted
10642,5,34,2,2,69,2,29,1,6,30,addicted
10643,4,16,1,0,52,1,28,8,3,30,not addicted
10644,2,32,2,0,47,1,20,7,3,21,not addicted
10645,1,18,0,1,59,0,44,7,5,27,not addicted
10646,3,37,0,1,67,1,43,6,3,30,addicted
10647,2,30,0,0,42,0,33,5,3,26,not addicted
10648,4,23,1,0,54,1,50,7,3,23,not addicted
10649,1,20,1,1,43,1,46,7,5,25,not addicted
10650,4,33,0,1,60,1,41,7,5,24,not addicted
10651,5,27,1,1,63,1,21,11,0,21,not addicted
10652,6,39,1,3,70,2,15,7,8,29,addicted
10653,3,34,1,2,68,3,33,6,7,32,addicted
10654,1,18,1,0,52,0,35,6,0,22,not addicted
10655,5,24,2,2,50,1,24,7,4,26,not addicted
10656,8,42,3,2,78,3,41,6,6,34,addicted
10657,2,29,3,1,46,0,31,2,1,32,not addicted
10658,1,25,0,0,44,2,36,6,3,23,not addicted
10659,3,29,2,0,56,1,40,7,6,22,not addicted
10660,4,23,1,1,53,1,43,8,0,25,not addicted
10661,4,25,1,2,55,1,40,8,5,27,not addicted
10662,7,37,2,1,66,0,17,7,7,33,addicted
10663,3,30,1,1,66,1,20,2,7,21,addicted
10664,4,20,0,2,45,0,34,9,3,32,not addicted
10665,0,27,1,1,49,1,53,9,2,26,not addicted
10666,3,23,2,0,46,0,35,6,6,26,not addicted
10667,2,29,1,1,48,1,42,6,0,13,not addicted
10668,6,35,1,0,74,4,32,3,6,38,addicted
10669,5,29,3,0,80,3,26,8,8,35,addicted
10670,1,34,1,0,61,1,37,5,3,37,addicted
10671,0,53,3,3,63,2,42,6,8,19,addicted
10672,3,33,1,0,69,1,28,5,3,21,addicted
10673,1,33,1,0,46,1,33,7,3,29,not addicted
10674,0,34,1,0,83,0,34,4,5,32,addicted
10675,2,30,2,1,57,0,38,6,5,22,not addicted
10676,2,18,1,2,30,0,22,6,3,27,not addicted
10677,4,35,1,0,50,1,51,5,1,24,not addicted
10678,3,28,2,3,81,2,30,2,3,27,addicted
10679,5,16,1,3,49,0,28,8,3,20,not addicted
10680,1,23,3,0,46,1,22,5,2,20,not addicted
10681,2,37,3,2,66,2,37,9,4,29,addicted
10682,3,26,0,1,49,2,50,7,2,25,not addicted
10683,5,24,0,1,49,1,44,5,4,21,not addicted
10684,2,26,2,3,51,2,44,5,6,22,addicted
10685,5,36,3,1,70,0,18,4,8,27,addicted
10686,4,32,3,0,66,2,37,5,5,29,addicted
10687,3,36,4,1,68,1,29,2,3,33,addicted
10688,3,31,2,2,42,2,35,8,6,31,not addicted
10689,0,46,1,1,72,0,20,6,8,30,addicted
10690,5,21,1,0,39,1,21,9,4,17,not addicted
10691,4,22,1,0,56,1,34,6,0,18,not addicted
10692,4,32,2,1,77,2,24,2,5,32,addicted
10693,4,41,4,0,69,1,37,7,5,33,addicted
10694,2,38,1,2,76,3,37,7,8,36,addicted
10695,3,23,0,2,46,2,40,5,2,25,not addicted
10696,7,32,1,2,63,0,43,4,5,32,addicted
10697,2,25,0,1,57,2,38,9,3,29,not addicted
10698,5,29,3,1,56,1,51,7,2,23,not addicted
10699,5,33,1,1,68,2,24,1,6,30,addicted
10700,3,28,2,0,41,0,30,6,1,34,not addicted
10701,4,23,1,0,38,0,35,7,4,25,not addicted
10702,5,27,3,1,47,0,33,6,4,29,not addicted
10703,3,35,1,3,63,3,28,7,6,23,addicted
10704,5,27,1,1,54,0,42,4,5,31,not addicted
10705,0,35,2,2,60,0,31,2,6,30,addicted
10706,7,45,0,0,72,0,19,6,6,32,addicted
10707,4,20,1,1,54,2,35,7,4,26,not addicted
10708,3,27,2,1,50,0,32,7,5,18,not addicted
10709,2,26,0,1,39,0,53,7,6,28,not addicted
10710,4,28,1,3,72,0,16,6,5,27,addicted
10711,5,29,1,1,48,2,21,6,1,19,not addicted
10712,3,31,2,1,70,0,35,3,3,25,addicted
10713,6,18,1,0,55,0,38,6,5,18,not addicted
10714,4,17,0,0,52,1,33,3,4,21,not addicted
10715,4,20,0,0,49,0,51,7,3,19,not addicted
10716,1,35,1,0,69,1,27,4,8,40,addicted
10717,1,42,0,1,60,0,23,3,3,29,addicted
10718,2,18,1,0,51,1,20,3,3,26,not addicted
10719,2,24,1,0,48,1,35,8,5,19,not addicted
10720,5,30,2,3,58,1,32,2,5,37,not addicted
10721,5,35,0,0,68,0,36,3,7,22,addicted
10722,6,17,1,0,61,0,38,4,6,20,not addicted
10723,5,24,2,0,48,1,20,4,0,24,not addicted
10724,6,35,2,1,65,3,18,5,6,29,addicted
10725,1,32,0,2,47,0,45,5,1,25,not addicted
10726,2,17,3,0,48,2,48,8,0,23,not addicted
10727,2,43,2,2,66,0,18,7,5,25,addicted
10728,5,23,1,1,46,0,34,5,5,25,not addicted
10729,0,23,0,2,44,0,20,9,1,21,not addicted
10730,4,23,0,1,64,0,28,8,6,36,not addicted
10731,4,24,0,0,58,0,29,6,5,18,not addicted
10732,7,49,1,2,85,2,15,4,5,40,addicted
10733,6,37,3,3,67,2,23,5,9,26,addicted
10734,1,20,3,1,40,0,20,8,5,30,not addicted
10735,4,19,2,1,39,0,35,8,5,30,not addicted
10736,2,36,3,1,69,1,28,5,3,28,addicted
10737,0,27,2,0,46,1,31,5,1,26,not addicted
10738,4,23,1,0,34,0,46,9,6,25,not addicted
10739,2,29,1,1,50,0,36,9,1,17,not addicted
10740,1,41,3,0,83,0,39,7,6,30,addicted
10741,2,39,0,1,63,0,16,6,7,32,addicted
10742,3,25,1,0,52,1,24,5,3,30,not addicted
10743,3,21,0,0,40,0,42,6,6,22,not addicted
10744,4,31,0,1,88,2,33,9,4,35,addicted
10745,3,30,0,1,43,0,44,7,1,17,not addicted
10746,2,28,1,1,51,0,51,5,0,19,not addicted
10747,5,32,1,1,51,1,23,12,3,26,not addicted
10748,5,26,1,0,45,0,43,5,0,24,not addicted
10749,3,30,2,1,49,1,32,7,5,20,not addicted
10750,2,28,1,1,63,0,49,9,2,24,not addicted
10751,7,30,1,1,54,2,40,4,3,26,addicted
10752,4,29,2,1,71,3,25,5,7,34,addicted
10753,8,36,3,4,66,2,33,7,5,30,addicted
10754,7,37,3,0,60,1,21,4,6,30,addicted
10755,3,19,3,1,54,1,46,5,4,26,not addicted
10756,6,30,2,0,57,1,36,6,3,25,not addicted
10757,4,37,1,1,71,2,23,6,4,32,addicted
10758,3,24,1,2,71,0,33,2,5,18,addicted
10759,4,21,2,2,48,1,46,6,5,27,not addicted
10760,6,20,0,2,43,2,35,3,4,19,not addicted
10761,3,24,1,1,61,0,25,4,3,18,not addicted
10762,3,28,1,0,52,0,53,8,0,26,not addicted
10763,7,35,0,1,64,2,35,5,7,26,addicted
10764,5,43,0,1,56,3,28,6,3,31,addicted
10765,6,25,1,0,73,1,31,1,5,32,addicted
10766,4,35,1,0,60,1,47,4,4,18,not addicted
10767,6,31,0,2,60,1,21,6,5,23,not addicted
10768,4,21,1,0,45,2,52,6,6,27,not addicted
10769,3,32,3,2,53,3,22,2,4,35,addicted
10770,6,25,1,2,61,0,37,7,5,39,addicted
10771,4,22,1,0,48,1,44,10,5,31,not addicted
10772,3,21,3,2,52,2,50,7,6,25,not addicted
10773,5,18,1,0,63,0,27,7,0,30,not addicted
10774,2,38,3,0,74,0,42,7,8,34,addicted
10775,6,24,1,0,47,0,45,6,1,23,not addicted
10776,4,27,2,0,59,1,15,8,3,30,addicted
10777,1,40,2,1,71,1,23,6,7,32,addicted
10778,5,45,2,0,72,1,26,6,8,24,addicted
10779,5,21,2,1,44,1,52,8,6,27,not addicted
10780,3,28,0,1,48,3,25,6,3,29,not addicted
10781,4,20,1,1,58,0,41,7,6,19,not addicted
10782,4,29,0,1,57,2,50,6,2,26,not addicted
10783,4,33,0,0,52,2,50,6,1,25,not addicted
10784,5,43,0,1,80,2,43,7,6,23,addicted
10785,4,35,2,0,80,2,40,7,2,26,addicted
10786,6,47,4,0,78,2,42,5,5,23,addicted
10787,7,33,1,2,81,1,33,5,4,29,addicted
10788,3,20,1,2,51,0,53,8,7,19,not addicted
10789,4,23,3,0,39,0,36,7,2,25,not addicted
10790,1,17,0,0,39,0,25,10,6,23,not addicted
10791,5,32,1,1,74,1,15,8,6,32,addicted
10792,3,31,1,1,60,0,36,4,4,23,addicted
10793,3,33,1,1,58,0,37,5,4,17,not addicted
10794,6,32,2,2,71,1,34,5,4,30,addicted
10795,6,18,3,1,42,0,26,8,1,19,not addicted
10796,0,29,1,2,48,0,38,12,5,27,not addicted
10797,4,28,3,2,62,0,34,5,8,28,addicted
10798,4,39,2,0,60,3,29,4,4,31,addicted
10799,5,23,2,1,60,0,28,5,1,24,not addicted
10800,5,20,0,1,53,1,23,7,2,24,not addicted
10801,4,18,2,1,55,0,37,8,2,18,not addicted
10802,2,21,3,0,55,0,29,5,0,25,not addicted
10803,3,20,1,2,39,0,51,7,6,25,not addicted
10804,3,17,1,1,55,0,34,8,0,37,not addicted
10805,6,29,2,1,55,0,36,7,4,24,not addicted
10806,0,31,1,3,65,2,25,6,8,27,addicted
10807,5,46,1,0,71,1,16,7,3,27,addicted
10808,0,21,1,0,50,0,53,8,6,13,not addicted
10809,2,24,1,0,52,0,34,6,4,26,not addicted
10810,3,27,2,1,64,0,35,7,5,23,not addicted
10811,8,29,1,0,63,2,41,8,8,32,addicted
10812,4,34,3,3,73,2,27,5,7,30,addicted
10813,4,23,2,2,52,1,42,4,2,20,not addicted
10814,3,35,4,1,77,2,35,5,6,39,addicted
10815,5,24,2,1,42,0,30,5,2,28,not addicted
10816,6,36,4,1,81,0,42,6,9,33,addicted
10817,0,31,2,2,78,1,33,6,7,25,addicted
10818,2,35,1,1,38,1,32,5,0,30,not addicted
10819,5,44,2,0,63,0,40,5,7,29,addicted
10820,6,35,2,1,69,1,21,6,3,34,addicted
10821,3,42,2,1,64,1,16,6,7,38,addicted
10822,4,25,0,2,50,1,32,6,3,25,not addicted
10823,0,35,0,1,42,0,25,5,3,20,not addicted
10824,4,29,1,1,43,0,40,10,2,20,not addicted
10825,4,39,2,0,69,1,39,7,4,30,addicted
10826,1,27,0,0,38,0,47,8,1,23,not addicted
10827,5,27,1,0,50,0,53,5,0,28,not addicted
10828,3,13,0,1,42,1,51,4,0,30,not addicted
10829,1,24,1,0,52,0,49,4,0,21,not addicted
10830,5,32,2,1,90,0,34,9,9,31,addicted
10831,3,25,0,0,52,2,25,11,3,24,not addicted
10832,1,22,2,0,47,1,43,7,0,24,not addicted
10833,3,30,0,1,47,0,26,9,6,19,not addicted
10834,1,19,2,1,44,0,52,7,4,28,not addicted
10835,4,28,0,0,57,2,47,9,0,26,not addicted
10836,4,29,2,1,52,1,42,2,3,17,not addicted
10837,3,32,3,2,67,2,18,3,5,32,addicted
10838,6,24,2,0,44,0,47,5,5,25,not addicted
10839,4,38,1,1,61,0,49,8,3,30,not addicted
10840,4,23,1,2,49,2,19,9,6,24,not addicted
10841,3,32,0,0,41,0,30,10,0,21,not addicted
10842,4,30,1,0,49,1,27,9,6,25,not addicted
10843,1,24,2,0,50,0,40,4,4,29,not addicted
10844,3,15,2,0,41,0,23,7,2,32,not addicted
10845,4,24,1,0,55,1,41,5,4,23,not addicted
10846,2,26,0,1,58,1,42,3,4,25,not addicted
10847,6,36,2,1,59,3,20,5,4,29,addicted
10848,8,40,0,1,78,2,32,7,7,26,addicted
10849,6,22,2,0,51,0,51,6,1,23,not addicted
10850,3,31,4,1,61,1,15,4,7,29,addicted
10851,0,34,1,2,45,0,30,7,3,26,not addicted
10852,4,19,1,0,42,1,32,7,5,23,not addicted
10853,4,22,2,0,48,0,41,12,2,19,not addicted
10854,4,27,1,1,48,0,35,1,6,28,not addicted
10855,1,25,1,0,60,0,53,10,2,23,not addicted
10856,7,26,3,2,90,1,34,4,6,25,addicted
10857,3,26,0,1,62,0,32,5,5,23,not addicted
10858,5,42,4,1,78,0,18,7,4,30,addicted
10859,5,36,2,2,74,2,37,4,4,23,addicted
10860,4,21,0,1,45,2,32,10,3,22,not addicted
10861,3,24,3,0,59,1,53,6,2,29,not addicted
10862,4,36,0,0,66,0,29,3,5,20,addicted
10863,5,30,4,1,88,2,20,6,7,29,addicted
10864,5,25,1,1,44,1,32,9,5,22,not addicted
10865,1,23,0,2,57,1,36,8,6,22,not addicted
10866,7,37,1,3,70,0,23,7,3,25,addicted
10867,8,46,0,0,67,3,36,4,7,34,addicted
10868,4,28,1,2,59,1,26,4,3,34,addicted
10869,7,37,2,1,79,2,31,4,6,25,addicted
10870,4,26,3,0,41,1,46,9,6,23,not addicted
10871,1,34,1,1,75,2,37,5,7,33,addicted
10872,5,35,1,2,66,2,20,7,4,34,addicted
10873,1,23,3,0,42,1,23,7,5,21,not addicted
10874,5,38,2,0,62,1,41,5,3,30,addicted
10875,4,32,3,2,69,2,41,5,8,34,addicted
10876,7,32,1,2,87,3,40,11,6,32,addicted
10877,3,30,2,1,39,0,40,4,3,20,not addicted
10878,0,17,0,0,48,1,25,7,6,19,not addicted
10879,3,39,1,0,79,0,26,8,5,31,addicted
10880,3,33,3,2,70,3,17,4,4,22,addicted
10881,5,32,2,0,60,2,37,1,7,27,addicted
10882,1,22,0,1,43,1,48,5,0,25,not addicted
10883,6,20,1,1,49,0,25,9,0,25,not addicted
10884,3,29,1,0,56,1,33,7,0,26,not addicted
10885,6,22,2,0,45,0,47,6,3,24,not addicted
10886,1,23,2,1,57,0,23,11,5,27,not addicted
10887,5,29,0,0,63,0,20,2,3,24,not addicted
10888,1,21,1,1,48,0,31,8,2,16,not addicted
10889,3,26,0,1,56,1,41,7,2,22,not addicted
10890,3,32,3,0,51,1,49,5,5,28,not addicted
10891,7,23,0,0,47,1,51,5,1,27,not addicted
10892,4,34,1,2,73,2,36,6,5,24,addicted
10893,5,40,3,1,75,1,33,4,3,30,addicted
10894,3,28,0,1,45,1,36,9,1,28,not addicted
10895,6,39,1,2,63,2,15,5,7,27,addicted
10896,2,20,1,0,49,0,47,8,4,21,not addicted
10897,8,45,3,1,78,0,38,7,6,37,addicted
10898,2,42,5,1,61,0,37,3,4,31,addicted
10899,4,39,1,3,69,1,24,7,5,17,addicted
10900,3,35,1,2,83,1,20,5,8,22,addicted
10901,4,37,4,1,82,1,39,4,7,23,addicted
10902,4,23,0,1,42,1,26,6,2,20,not addicted
10903,2,25,2,1,46,1,50,4,4,21,not addicted
10904,5,41,1,3,63,2,33,5,3,32,addicted
10905,4,33,0,0,46,1,41,8,5,28,not addicted
10906,5,43,4,1,72,3,41,7,5,37,addicted
10907,7,36,2,1,60,1,31,4,9,37,addicted
10908,5,34,2,0,69,2,36,6,8,34,addicted
10909,1,26,1,1,44,1,40,5,3,22,not addicted
10910,1,26,2,0,43,0,23,3,1,24,not addicted
10911,7,47,2,5,65,2,43,5,7,29,addicted
10912,5,41,4,1,61,1,23,6,5,29,addicted
10913,1,23,0,1,29,0,32,5,1,24,not addicted
10914,2,38,3,0,78,2,37,7,7,38,addicted
10915,2,37,4,2,57,2,23,6,3,25,addicted
10916,5,35,4,3,73,2,34,7,6,33,addicted
10917,1,25,1,2,55,0,37,6,7,27,not addicted
10918,4,23,1,1,52,0,43,9,0,24,not addicted
10919,3,25,3,0,70,0,44,5,5,26,addicted
10920,2,21,1,1,55,0,35,10,4,28,not addicted
10921,4,32,3,0,75,0,33,7,7,24,addicted
10922,6,42,2,1,76,1,43,6,6,22,addicted
10923,3,33,1,0,48,1,27,7,2,16,not addicted
10924,3,28,2,1,81,1,22,7,3,28,addicted
10925,2,18,1,0,44,0,34,8,4,30,not addicted
10926,2,41,2,0,71,0,32,6,6,47,addicted
10927,2,24,0,0,40,1,21,8,1,16,not addicted
10928,3,29,2,2,63,0,21,0,6,35,addicted
10929,6,31,3,0,52,2,23,10,0,31,not addicted
10930,3,44,1,1,73,2,35,5,6,31,addicted
10931,2,26,1,0,87,2,39,9,4,31,addicted
10932,3,41,4,2,68,2,15,5,9,36,addicted
10933,5,27,2,0,48,0,27,10,5,23,not addicted
10934,5,36,1,1,72,1,42,3,4,33,addicted
10935,4,41,3,1,65,0,37,5,9,30,addicted
10936,3,34,4,0,68,2,41,3,3,37,addicted
10937,7,34,0,3,78,0,27,3,5,31,addicted
10938,5,28,1,1,47,0,39,7,4,22,not addicted
10939,1,26,1,1,52,0,41,6,7,18,not addicted
10940,2,35,1,0,46,1,21,7,3,18,not addicted
10941,0,23,1,0,50,1,52,7,0,22,not addicted
10942,4,33,2,3,69,1,39,8,7,21,addicted
10943,3,29,1,0,61,0,33,5,4,20,not addicted
10944,4,28,0,0,57,0,30,5,6,19,not addicted
10945,8,34,2,4,76,2,18,2,6,21,addicted
10946,5,27,1,0,49,0,21,5,2,28,not addicted
10947,4,34,1,1,47,2,48,7,2,23,not addicted
10948,6,42,2,1,74,2,29,4,8,38,addicted
10949,3,43,3,0,72,2,28,5,5,35,addicted
10950,4,31,0,0,47,0,41,5,1,22,not addicted
10951,5,37,2,3,62,2,22,5,6,25,addicted
10952,1,21,1,0,53,0,25,7,6,27,not addicted
10953,5,35,1,0,75,1,26,9,9,36,addicted
10954,0,33,4,3,67,3,20,5,9,33,addicted
10955,4,34,3,2,66,0,16,7,7,35,addicted
10956,1,22,1,2,66,0,46,6,0,28,not addicted
10957,3,26,1,1,50,2,41,5,5,30,not addicted
10958,1,25,1,0,48,3,45,5,6,28,not addicted
10959,5,30,1,0,59,1,22,7,6,30,not addicted
10960,4,22,1,1,48,1,20,6,5,24,not addicted
10961,2,32,3,2,48,0,53,8,4,21,not addicted
10962,1,21,1,1,55,0,46,9,2,32,not addicted
10963,10,36,1,1,65,2,28,3,7,24,addicted
10964,3,32,3,1,62,1,20,10,5,27,not addicted
10965,2,31,2,1,73,0,24,4,3,30,addicted
10966,4,23,0,1,63,0,29,6,1,29,not addicted
10967,4,37,2,2,62,2,23,4,5,29,addicted
10968,0,13,0,1,71,1,50,8,4,21,not addicted
10969,6,34,4,1,71,2,38,4,7,35,addicted
10970,5,33,1,2,82,0,30,7,4,38,addicted
10971,3,24,2,3,74,0,41,2,5,30,addicted
10972,4,35,3,0,80,1,30,5,5,23,addicted
10973,4,33,2,2,81,1,20,7,6,34,addicted
10974,8,45,1,1,75,1,43,4,6,29,addicted
10975,4,22,3,0,82,1,36,4,7,35,addicted
10976,3,34,1,0,61,0,49,7,2,27,not addicted
10977,6,29,1,0,51,1,44,3,1,23,not addicted
10978,4,46,3,1,90,0,21,7,4,36,addicted
10979,4,44,0,1,78,0,28,9,8,33,addicted
10980,2,24,0,0,44,0,41,4,6,24,not addicted
10981,7,43,3,2,68,2,39,7,7,32,addicted
10982,1,37,3,1,40,2,35,10,4,29,not addicted
10983,3,28,1,0,58,1,38,7,1,24,not addicted
10984,1,21,2,1,60,0,40,5,3,24,not addicted
10985,2,30,2,2,71,3,42,5,8,31,addicted
10986,3,27,1,2,47,0,42,9,2,24,not addicted
10987,4,14,1,1,42,0,45,5,2,25,not addicted
10988,2,24,2,1,44,0,45,6,4,22,not addicted
10989,1,19,1,0,43,0,21,9,6,24,not addicted
10990,7,43,3,2,88,1,28,8,5,32,addicted
10991,6,28,4,1,64,2,19,2,7,23,addicted
10992,6,33,2,2,78,0,18,7,6,29,addicted
10993,8,37,2,0,61,0,39,4,6,24,addicted
10994,6,43,1,1,70,3,31,3,7,32,addicted
10995,1,39,1,2,69,0,44,6,4,40,addicted
10996,6,24,1,2,67,1,15,5,8,23,addicted
10997,5,28,2,1,60,1,27,3,8,29,addicted
10998,3,45,0,1,65,0,28,2,7,31,addicted
10999,7,22,3,0,62,0,18,2,3,29,addicted
11000,3,26,2,1,86,1,21,6,8,34,addicted
11001,4,23,2,1,77,0,36,6,4,35,addicted
11002,5,44,3,3,79,1,25,8,7,24,addicted
11003,1,35,0,0,42,0,45,6,3,25,not addicted
11004,5,27,1,2,68,2,37,8,8,31,addicted
11005,4,39,2,4,69,0,43,6,3,33,addicted
11006,7,42,1,1,80,1,39,3,8,21,addicted
11007,3,19,1,2,48,2,29,8,2,27,not addicted
11008,6,28,2,0,47,0,50,4,5,29,not addicted
11009,3,24,1,1,49,0,20,8,2,25,not addicted
11010,6,39,3,1,73,1,26,5,3,31,addicted
11011,2,20,1,0,40,1,30,11,0,20,not addicted
11012,1,17,1,1,47,0,27,8,3,24,not addicted
11013,6,36,2,0,69,1,33,7,5,35,addicted
11014,4,29,1,1,52,0,49,8,5,16,not addicted
11015,4,35,4,1,79,1,39,2,4,36,addicted
11016,7,38,3,1,67,0,29,5,6,27,addicted
11017,4,29,2,3,72,0,22,3,3,22,addicted
11018,5,22,2,2,44,1,36,8,5,26,not addicted
11019,2,24,1,0,46,0,21,3,6,32,not addicted
11020,3,23,1,1,50,1,48,7,5,19,not addicted
11021,2,20,3,0,55,1,45,8,5,18,not addicted
